text,score,score_chr
Pfizer To Begin Testing COVID Pill On Young Children ,0,Neutral
 But its racist to mention where covid19 originated.,-1,Negative
" Apparently her GP isnt monitoring her properly doing the timely blood tests to monitor her, GPs been getting away with bad treatment of patients since pre Covid Sis says you don't see a poor GP. He's now only working 3 days. Kids all go to Private schools",0,Neutral
Even Mild COVID Can Cause Brain Shrinkage and Disrupt Mental Function ,-1,Negative
"   That is not the question that report was answering Why are you so fixated on a clinical trial from early 2021 involving 43k people of which c.1.5k caught Covid, compared to all the reports since based on far more data? And why is death the only negative outcome that worries you?",-3,Negative
Okay so I dont have Covid thank god! But that mean my mf allergies this fucking bad ! I done missed two days of work cause of this. Ew,-2,Negative
 Teacher shortages are happening COUNTRY wide in red and blue states alike Liberals across school boards burned them out with ridiculous Covid protocols,-2,Negative
"Pretty obvious America  therefore everyone else..was bankrupt before any of this started, and Ukraine (as well as Covid) is being used as the cover story. Using the Ukrainian people as human shields to cover his embarrassment, Biden really is piece of shit president.",-1,Negative
Mother that Chicago Teachers Union claimed died of Covid after child sent home from quarantined school actually drank herself to death ,-2,Negative
 Kai karnar  After CoVid . No option..,0,Neutral
 Mine rarely do  My partner recently had covid too we didn’t get it. Not sure what we do differently.. they don’t eat meat and have always taken vitamins,0,Neutral
Supposed to be at Terengganu vs Negeri Sembilan match but Covid19 saw the match postponed.So THE BATMAN lahhhh! ,0,Neutral
"DELUSIONAL Senate Demo Maj Leader Chuck Schumer said that Pres Biden is outperforming expectations We learned that 7+ million jobs have now been created (lost in Covid), Covid cases are falling, unemployment is falling and the country is on the right track” - Oh, and INFLATION!",-2,Negative
I tested positive for covid today ,1,Positive
We still have some printed copies of our easier to read Long Covid booklets if anyone would like one Just sent us a DM and we can arrange collection   ,2,Positive
"  Happens every time Elie I'm extremely upset that the CDC no longer requires schools to report daily Covid cases. Being compromised, it tells me what's going on at my grandson's school. When numbers are high, they don't visit. It keeps me safe! Yes,they also test",0,Neutral
"  COVID19 has had a significant impact on the global economy, and the consequences for many globally recognised enterprises have been disastrous. How has Project enabled and retained commercial financing during this challenging financial period?",-1,Negative
 My new life maxim �Better then ending up in Siberian Gulag with some Zero-Covid fanatics.,0,Neutral
  Weve always depended on other countries We don’t have the refineries to keep up. Also prices rose after biden because covid restrictions were being lifted and the world started driving again increasing demand. Does biden also control gas prices in other countries too,0,Neutral
   Yeah like we should trust the chinese government which gave the real world what oh yeah i remember it was covid and you want dialogue,2,Positive
I am what this debt Covid snailweighty Net Zero Cooperation covered in chrissom left,-1,Negative
Every household in Massachusetts can order a second set of free athome COVID-19 rapid antigen tests from the federal government. ,2,Positive
Public funding extracted from our care systems and diverted into offshore bank accounts while patients suffer and workers are left exhausted amp and unable to do their jobs properly. Time to revalue care: ,-2,Negative
WH.O. Bolsters Booster Endorsement but Still Emphasizes More Primary Shots ,1,Positive
I guess its time for our fourth shot we’re fortunate we have access.  Covid isn’t over yet. And I’m not saying Hong Kong did anything wrong- they had 78% vaccination rate. ,0,Neutral
 We up here Covid is gone too,0,Neutral
Scientists Claim COVID Virus Contains Tiny Chunk of DNA That Matches Sequence Patented by Moderna Three Years Before Pandemic Began' ,-1,Negative
 We know that you have your wee troops trying to inflate numbers while hospital figures are going down All this to introduce covid measures for the council elections and to promote postal votes. Its called fixing an election.,0,Neutral
   175 crore vaccines was given free of cost you think your family sponsored that ??? And all the cheap price healthcare in govt hospital during covid,0,Neutral
" ..but that just underscores how crazy our (lack of) covid response was, it wasn't meant to turn into antivaxxers claim our response to polio was an overreaction �",-2,Negative
" I mean technically they're right, I'm pretty sure the risk of adverse outcomes from polio is lower than from covid (I don't remember the numbers, I looked them up a while ago when someone tried pulling the ""polio was way worse"" line)...",-1,Negative
"   Exactly If you’re dying of Covid now, you’re just an anti vaxxer",-1,Negative
So his brain has aged 20 to 30 years from covid if he really had it to begin with ,0,Neutral
"Latest from New York Times Science The W.H.O. strengthens its booster endorsement but still emphasizes getting primary shots to more people.""",1,Positive
"My grades getting good I got invited by my idol My brother is cured from covid and is coming home, I joined Ron Realm, made 3 online friends (I haven't had online friends since years) I'm starting to think something bad might happend in exchange and im scared help ",0,Neutral
To that extent.. we have created an American society rooted in lack of empathy and compete greed and materialism. The Covid response and now response to Ukraine by some is proof of this and also response to all our Middle East and Asian wars etc is proof of this ,-1,Negative
 In general things to look out for are vaccine requirements/passes- proof of negative test- any additional paperwork (some countries requiring sworn statements that you haven't got COVID/been in contact with anyone with it etc),-1,Negative
Will you get your 5  11 year old child/children vaccinated against Covid-19?Will you please tell us by taking this short survey - ,0,Neutral
COVID treatments like Paxlovid to be prescribed on the spot in some pharmacies  The program aims to speed up the process of getting COVID drugs for high-risk patients who need to start the treatment quickly for it to work.” ,2,Positive
"Americans can already get the COVID pills prescribed by their doctors but Test to Treat is an additional pipeline for COVID pills that intends to streamline the process. Currently, getting the pills can be time-consuming and complicated, says Dr. Cameron Webb,”",-1,Negative
"Kansas Senates latest attack on health authorities features another Holocaust comparison  Kansas ReflectorThere’s a virus worse for America than COVID, and most Repubs are burning for ; with it.     �  ",-4,Negative
"While you are distracted by   amp , the Swamp continues to bankrupt us. ",-1,Negative
I though this was one of them Covid cells at first glance ,0,Neutral
                                                  I called my Catholic church for a covid vaccine religious exemption They told me the archdiocese said not to give anyone one.Seemed awfully political to me.,-1,Negative
" They must think gas prices are contrived but Covid deaths were Gods will disregarding all the facts about vaccines, masks, etc. They weren't outraged  by the deaths but by the mandates to protect others. 'Freedom' you know.",0,Neutral
In NY 269% of Medicare Patients Who Received Fauci's 5-Day  Protocol DiedDr Bryan Ardis: [Remdesivir] causes death of heart cells ; is cardiotoxic ; can lead to cardiac arrest.Guess what the only authorized drug to treat COVID children is now?  Remdesivir. Sick. ,-1,Negative
    Reading comprehension must not be your thing I will put simple for you. YOU ARE MORE TO DIE FROM THR PFIZER VACCINE THEN IF YOU ACTUALLY GOT THE COVID VIRUS.,-2,Negative
 Well youre failing to take into account that everyone in the country followed CDC guidelines ; took personal responsibility for keeping the spread of  down to a minimum.- said no one who’s been watching the nutjobs spread covid for the last two years.,0,Neutral
   So you shouldnt blamed Trump for 400k Covid deaths too!!,1,Positive
COVID VACCINE INJURIES   ,0,Neutral
"Recharge done on 0903-2022 21:01,MRP :Rs INR10.00,GST 18% payable by Company/Distributor/Retailer,Talktime:RS 7.47,Bal:Rs ,TransID 325815205Why the above recharge is not allowing to receive COVID vaccination OTP? what is Airtel upto. ?��",0,Neutral
 i lost my covid weight bitch,-2,Negative
I plan to live with my mask for longer Thanks but will do what I can to not catch COVID at this time ,0,Neutral
"     Wow While the dislocation in LQD is minor at the moment, it reflects a wider trend. About 60% of bond ETFs are trading at a discount, the highest since Mar '20 ; 2x the long-term avg of 28%, analysts wrote in new research. The avg discount is also widest since the Covid crash.""",-1,Negative
 Mask dont do anything stop being a actor so mask only are needed when standing at a restaurant but then covid doesn't exist while sitting ��� this was always illogical and never about health it's about compliance ans seeing who would blindly follow orders u down need mask,-1,Negative
My inperson professor that said “zoom is a courtesy ��� I won’t hold live sessions every day when you guys can just come to class ���” is now sick with covid and can’t have class ���,-1,Negative
"Via  The Morning' news digest:'Life in Red America and Blue America Is Quite Different' ...but Covid cases are the same.""In the nation's most liberal cities, many people are still avoiding restaurants, and are still spending less time at the office.""&gt;DATA for DC:. ",0,Neutral
"  China being China how nice Locking up reporters who reported on Covid, concentration camps, making dissidents disappear. Good guys.",1,Positive
Dear long covid I want to evade you like Gary Barlow evades his taxes,0,Neutral
Just Say No to long covid,0,Neutral
 Montevideo Socrates amp; Euripides for anyone who's struggling to know where ; who I could possibly mean.,-1,Negative
"I think about Chinas one child policy fallout and the inevitable proud 22 yr old muricans realizing that by catching covid 4 times they gave themselves a scar tissue vasectomy. “But yOu Didn’T dIE so we don’t care”. Next Gen, you’re welcome. ",-2,Negative
"Covid is leaving us with POTS MCAS ME, Fibromyalgia, Peripheral Neuropathy, Dysautonomia and more.To the general public, they are just abbreviations and hard-to-spell words.To us they are a life sentence. ",0,Neutral
  Sure by Summer 2021 I was vaccinated completely let my guard down. Was shocked when my family all got COVID in the December 21 wave. Thankfully we all got through it fine.I want to get on with life and I am taking steps in that direction. But sad that &gt;1000/day dead is �,-3,Negative
"Cant tell if it's the Baader-Meinhof Phenomenon or not, but I feel like recently I've been hearing so many more stories about ppl dying of sudden heart attacks. ; no one seems to be making the COVID connection. Obvs not *every* heart attack is from COVID but some probably are...",-2,Negative
"Former Treasury minister says governments handling of Covid loan fraud is Dad's army operation""Lord Agnew resigned in January saying he could no longer defend government's efforts to tackle money fraudulently claimed by businesses during the pandemic",-2,Negative
 Covid is over move on �,0,Neutral
"Douglas County Corrections is COVIDFree, Omaha City Council Delays Catalytic Converter Theft Ordinance in Brief Meeting￼ ",-1,Negative
  It is true A few of the many sources ,0,Neutral
Fuck Covid I'm afraid that if I go outside I'll breathe in the homophobia.,-2,Negative
 Rules a COVID death,-1,Negative
1 Watching the world hallucinate a COVID emergency made me understand that 1984 was a documentary and I wanted to know what experiences led Orwell to write it.So I read Homage to Catalonia...and was still puzzled... ,-1,Negative
"I dont blame Djokovic for not withdrawing from IW if there is any chance that he can play, he wants to.  So many Covid rule changes here in US recently.  He has a bye in the 1st round and won't play until the weekend. Although, if the CDC gives him an exemption thats F@!",-1,Negative
Negative COVID test letsgo �,-1,Negative
   The important sentence here is within 28 days of diagnosis' show me the number of people dying of Covid. Not the deaths of people dying with Covid.,-1,Negative
"Eating the future 20 years for the world economy to recover from centralised, bureaucratic over-reaction to Covid- ?? years for the world economy to recover from centralised, bureaucratic escalation of Ukraine conflict",1,Positive
Agree entirely Dropping the use of masks now is a very bad idea Far too much COVID circulation that we do it measure and BA2 is heating up. Keep the masks on! ,-1,Negative
They lifted all Covid restrictions in Romania thank god I no longer have to wash my hands,1,Positive
Had to hear about Covid for 2 years now gas prices can everyone just shhhhhhhhhhhhhhhh thx,0,Neutral
CERB is trending again I am here to suggest people please redirect their anger: ,-1,Negative
 Covid vaccines,0,Neutral
" I would love to know how they arrived at this hypothesis Quite interesting � considering its a ubiquitous prescription in India, especially post COVID.",2,Positive
Even covid taking a break because of the price of gas,-1,Negative
The wildest gaslighting of the past two years have been Republicans lobbying me because of my COVID takes abs telling me we are inclusive of gay people we don’t want to take your rights away” ,0,Neutral
Threetweet thread about the consequences of suffering from Covid-19. I’m still masking and social distancing. How about you? ,-1,Negative
Sobering thread from the parent of a teenager who contracted long covid ,-1,Negative
"  Wrong wrong and wrong I know you're uneducated but yesterday was Tuesday not Monday. Johnson lied again at PMQ's regarding Ukraine and he did/is doing an awful job on Covid, unless you really think 170,000 jobs is a good job.",-4,Negative
   Long covid - the battlecry of the Covidiot. �,0,Neutral
Tennessee State Rep Wants to Criminalize COVID-19 Vaccine Mandates ,0,Neutral
"The WH.O. strengthens its booster endorsement but still emphasizes getting primary shots to more people."" by BY MAGGIE ASTOR via NYT New York Times ",1,Positive
I keep telling people yeah its probably long COVID as suggested by the doctor) and then my friends are like oh you must have allergies and I’m like did you even just hear what I fucking said? What’s with the unicorn in the room ? Am I living a fantasy of pain and agony LMAO,-2,Negative
 But but but how can you have covid Its all over. Apparently. May your infection and symptoms be like an ultra modern house - minimalistic.,0,Neutral
 KRIMZ has covid and is stuck in Germany Brollan is in discussion to be transferred to NiP.,-1,Negative
  I am a frontline pharmacy worker administering Covid tests throughout the pandemic I am also mentally disabled and give all my support to the fully abled and disabled alike demanding to work where they feel least oppressed.,0,Neutral
Will you get your 5  11 year old child/children vaccinated against Covid-19?Will you please tell us by taking this short survey - ,0,Neutral
Covid Austria suspends compulsory vaccination mandate ,0,Neutral
"No but there is credible FOIA lawsuits that pinpoint Fauci to funding Covid through NIH I guess the whistleblower was right, on DOD ; NIH research, tying Fauci to transformation of strains to be strong enough to kill humans. Why else would you fund that research? ",3,Positive
" was wondering if I could get a refund Originally had a flight booked last year but got cancelled due to Covid, so was given an open ticket but no longer am in need to go. I’ve tried phoning but was waiting for 2hrs, any help please?",1,Positive
WATCH LIVE Ontario Chief Medical Officer Dr Kieran Moore provides his last scheduled COVID-19 update.,0,Neutral
"  ..and taking us all for mugs.Honestly, it wouldn't be that hard to be a competent acceptable government. Still well short of the mark, but apathetic people expect less these days.Morrison and Trump (Covid) lose (thankfully) because they couldn't/wouldn't fake concern.",-3,Negative
"Todays coronavirus news Ontario reporting 751 hospitalizations with COVID-19, 241 in ICU ",0,Neutral
lol WOW wtf!? I dead just walked inside a bank for the 1st time in a while on Monday and I had a covid mask on. And I thought about how wild it is that it's normal now.. He can't be the first person they seen with a mask on in there. ,-1,Negative
"  COVID19 was so sudden and so quick that most of the people didn't get time to react before their portfolio disappearing in a jiffy. Secondly, after retirement one cannot wait for the another 1/2 years for the stock market to recover.",1,Positive
"the irony in the ontario government announcing an improved and updated science curriculum the day before announcing they are going to remove all mask mandates (and in turn all remaining covid-related restrictions), effectively rejecting science    Lol",0,Neutral
In order to process applications quickly and efficiently Toronto Arts Foundation is leaning on  and its peer assessment process by inviting only those charities that have received a TAC grant in the past two years to apply. More here: ,1,Positive
"  We look covid 19 aide.We don't care about the food prices..We don't care about fuel prices...et alRotten society, isn't it?",0,Neutral
Every household in Massachusetts can order a second set of free athome COVID-19 rapid antigen tests from the federal government. ,2,Positive
Wow WWIII is trending again. Pls bring back Covid news.,1,Positive
 Oh wow Thanks for tip Hope you're feeling better? I've told quite a few people I know irl about your covid-19 experiences. They're  quite concerned. It's not over.  Another friend just tested +ve. My g/daughter ; her partner are awaiting pcr.,1,Positive
 Ive been tripled jabbed and currently have covid its just like mild flu ,1,Positive
"We inform you of the time  for COVID19 quarantine at Narita Airport on ★Wed,3/9, 2022.  JL26( Hong Kong ) 《Airplane arrival time》● PM20:16《Limousine boardig time》●  PM22:55Our limousine service is available to move after quarantine.",1,Positive
 If you go to Grand Praire or any other city like that it's like COVID doesn't exist...� kind of nice actually,4,Positive
I had a site visit today for the grant I work on.and now I'm covid positive so my boss has to facilitate the visit. I'm not mad��,2,Positive
  1 Exactly what 'public safety measures?2. You weren't asking for all this whenever we had a bad Flu winter? Covid has brainwashed you completely. You see nothing but Covid figures.You need mental health guidance.,0,Neutral
   so his party werent in power from 2010 through to now.damn..better go and rewrite the history books.. maybe whilst were at it we will rub out the part where BJ was more bothered about getting Lebedev a peerage than govern during covid.. oh ; the Cobra meetings he missed too..,-2,Negative
"Global  cases and deaths are declining according to the This news is spurring hope that COVID-19 is on its way out, but it is still uncertain when the pandemic will end. ",-2,Negative
 they 100 know what theyre doing ,0,Neutral
Free test kits again,1,Positive
 Yep My thoughts exactly Was just asking my buddy a couple days ago if he has heard anything about covid or the protests in Canada lately! He said no and now that I think about it…. What the hell is going on with our border crisis? It’s like all previous issues have disappeared,-3,Negative
" So private property is no anymore guaranteed by law on the West  Basics of western democracy was just a lie  Russian guy with fortune - Roman : oligarchAmerican guy with fortune, developed Covid in Wuhan lab : filantrop, hunamist...",1,Positive
  Endemic means that there are predictable outbreaks w predictable  of infections Covid's not there yet. What we are doing now is gambling that the downswing we're seeing in the US lasts a while and that our vax rates will protect our most vulnerable. Post surge bacchanalia.,-1,Negative
"Anyone else These Covid years have left me with great anxiety about being around groups of people I know I have work to do out in the world. I know I must re-start our outreach to girls, but Lord… ",1,Positive
Screenshot Mar 9 2022 10:50:24 AM)  Despite lots of bad news this week. DC covid average is very good news. ,-1,Negative
Covid theatre has moved offBroadway.Zero chance it gets any more Tonys.,0,Neutral
 Seems like the next wave will be done in April and Ford and Co will have May to run their COVID “victory lap” ad nauseam.,2,Positive
  Their are 30k veers reports on kids under 18  I wouldn't call that fantastic safety data.  2k 5 seriously injured kids.  Control group 0 seriously injured kids of which at least 50 percent have had covid.  For a 80 year old it absolutely makes sense to take the vaccination,1,Positive
The full extent of the damage done to the  industry two years on from the start of the Covid pandemic now amounts to 115bn loss gt;&gt;,-2,Negative
 Pretty obvious your current Governor has just about bankrupted the entire private sector over Covid  All the citizens traveling south improved our economy so I guess we should thank him lol,3,Positive
"  Yeah I happened across an article that called the drop in WWII a 3year drop, and I think covid was 2. Not that I could find that article again, of course!",0,Neutral
"A delegation from the Finlay Vaccines Institute IFV, headed by its general director, Dr. Vicente Verez, is visiting Italy in search of options for the Soberana 02 and Soberana Plus COVID-19 vaccines possibilites and potential use in Italy . ",0,Neutral
"   Shit  Happens after Covid and shortages someone may have slipped in a 2nd grade chip?? Anything is possible with production runs! Meet the quota! That’s cars out the door on the lot, and then deal with issues!",-2,Negative
I swear Ill put something spicy here soon I have tons of post covid thirst i need to let out.I just gotta find confidence to draw porn,0,Neutral
"  COVID19 has had a significant impact on the global economy, and the consequences for many globally recognised enterprises have been disastrous. How has Project enabled and retained commercial financing during this challenging financial period?",-1,Negative
  Very impressed  But was disappointed she didn't appear recently in the Arnold Clark cup...  due to Covid apparently?   Germany would've been better with her ; looking forward to her vs Arsenal defence... �,1,Positive
Every household in Massachusetts can order a second set of free athome COVID-19 rapid antigen tests from the federal government. ,2,Positive
"Body bags overflowing morgues and chaotic hospitals Hong Kong’s pandemic goes critical. Those dying are overwhelmingly elderly, unvaccinated residents, but they also include toddlers and children too young to be immunized. ",-4,Negative
  They really need to stop putting those people with fatal broken legs next to covid patientsOr they need to stop putting people with stage 4 cancer next to covid patients.Or they need to stop lying about people dying ; accept covid impacted their health.Either one.,-5,Very Negative
  Yes lets do it and then compare to the psychological effects of not masking and having family members  die or get Long Covid Which is worse?,-2,Negative
  Umm he just said in his tweet There is no place in Florida for COVID theater”,0,Neutral
Whatever happened to that deadly Virus they called Covid Just vanished,-2,Negative
                                                  If you dont understand this youre the fool,-1,Negative
"Mask optional repercussions   student zero went to outside placement that was mask optional and wore N95 Came home w covid,gave it to CPS sister and now seriously immune comp mom is ��� don’t kill parents and my multigenerational sick family   ",-2,Negative
I have Covid  ,0,Neutral
"  I wish theyd just shut up I’m boosted, wear mask everywhere,social distance. Got COVID 2x�permanent heart problems (afib), blue toe, along with eating and digestive problems. I’ll be wearing a mask for years. I’m so sick of anti-maskers. I hate them",-4,Negative
Ive got Covid It finally happened. My concentration is shot so any easy watching tv or film recommendations will be greatly appreciated.,3,Positive
  Recession is not covid Impact on the working class will be multiples of what you think. Who had little money during covid was not a Tesla buyer anyway. Don’t worry - Elon will just do fine during that recession.,-2,Negative
  I cant control what covid does to the human brain and neither can anyone else  I'm not sure what point your trying to make here.,0,Neutral
    pandemic phase is over covid will be around forever,0,Neutral
These things have always happened even before COVID was a thing The only difference was that this got more exposure now whereas this just kind of happened in the background without anyone knowing and the match getting paused ,0,Neutral
"  Mr Mayor, End mask mandates for NYC pre-K. Our 3-4 yr olds are the least susceptible to Covid ; are the most in need of face to face interaction as they learn the basics.  Masks stunt their development. Not all 5-11 are vaxxed so it’s illogical to hold pre-k to the same standard",-3,Negative
"Jazmine Sullivan announced she tested  for Covid barely 2 weeks ago The fact that yal have been expecting her to still work like she sits at a desk is wild. She’s a singer. Singers cancel shows bc they have a cold, how you expect her to be singing the house down with covid?",0,Neutral
"  You THINK its false info but you don’t KNOW it’s false. Motorcycle accident deaths were reported as Covid deaths. E cause the dead men were swabbed at the morgue… how many Influenza deaths in the last two years? Some info is false, but his post wasn’t",-4,Negative
UK cancer research studies fell 32 in first year of Covid say charities The Guardian ,-2,Negative
 Covid is preferable to spending an evening with the pub landlord tbh,1,Positive
Nicaragua COVID19 measures remain largely unchanged as of March 9 /update 21,0,Neutral
Nicaragua COVID19 measures remain largely unchanged as of March 9 /update 21,0,Neutral
,0,Neutral
 deaths in  are rising sharply   ,-1,Negative
Will you get your 5  11 year old child/children vaccinated against Covid-19?Will you please tell us by taking this short survey - ,0,Neutral
Masking mandates expected to lift Village Media will carry the live stream of the announcement ,0,Neutral
Masking mandates expected to lift Village Media will carry the live stream of the announcement ,0,Neutral
Masking mandates expected to lift Village Media will carry the live stream of the announcement ,0,Neutral
Masking mandates expected to lift Village Media will carry the live stream of the announcement ,0,Neutral
Masking mandates expected to lift Village Media will carry the live stream of the announcement ,0,Neutral
Masking mandates expected to lift Village Media will carry the live stream of the announcement ,0,Neutral
 Just to show this covid is a scam,-1,Negative
The Pandemic Disrupted American Schools Again and Again Why? ,0,Neutral
 Two  cases reported in  today Recovery Rate 9902%Positivity Rate of today : 0.36% ,1,Positive
Next week our grand round will be an update on Covid and PIMSTS. You can click this link to join - ,1,Positive
northwalespioneer 'These are the latest numbers of Covid cases in   and    ' ,0,Neutral
"   How do you know whats good for others That's her kid. She tells him what to do, not santis. He can run his filthy covid fill mouth but my kid is wearing a mask near all that filth.",-1,Negative
 amp no one seems to talking about covid. It has miraculously vanished �,1,Positive
 Still wearing a mask Covid is still amongst us.,0,Neutral
 Holy fuck youre so cool knowingly spreading covid,1,Positive
The NFL is lifting all of its COVID protocols including mandatory surveillance testing and maskwearing for players and staff. ,0,Neutral
In Hong Kong over 20000 residents leave each week due to HK’s lockdowns. When will Hong Kong's chief Carrie Lam learn that recent research shows that lockdowns have virtually no affect on mortality rates. Lockdowns kill economies. ,-1,Negative
 Oh my goodness that poor woman Is she doing okay now? Being hospitalized for sooo many months is one of the most disrupting life situations. I feel really fortunate to have still never tested positive for Covid! I hope that she is on her way to recovery now! �,3,Positive
WATCH LIVE  11 AM: Ontario Chief Medical Officer Dr. Kieran Moore announces changes to province's COVID-19 strategy,0,Neutral
Yup wtf happened to covid LMAO,0,Neutral
"2021  stuck at home, covid2020 - stuck at home, raining spiders ",-2,Negative
Despite the vicious wave of the covid and now global war situation Indian economy has shown great resistanceIndia has become most attractive foreign investment destination and job sector is also making new records.,1,Positive
"COVID Day 1 Groggy but survivable, even with homeschool and work, but I'd quite like a rest now. Maybe sleep for 48 hours.Lots of emails saying I'll get back to people later.",2,Positive
Stocks Surge Oil Falls Extending Volatility Amid Ukraine War ,-2,Negative
My cells are manufacturing covid!You couldn't make this shit up. Hold my beer. ,-1,Negative
Ive lost the thread on what prevents covid deaths,-1,Negative
 No worries the kids are still masked that will stop covid this spring and summer�,-1,Negative
"I condemn Trump amp the disgraceful GQP for emboldening Putin to think he could get away w/ invading Ukraine. As with Covid, Trump ; GQP have much blood on their hands. До біса їх",0,Neutral
 NYC allowed restaurants to put outdoor structures of various types and quality on the sidewalks and in the streets in front of their business to increase the amount of customers they can serve after restrictions were put in place on indoor dining capacity due to COVID,0,Neutral
 In NYC,0,Neutral
  Are you willing to study and publish the effects of Trumps idiotic dissembling and disinformation about COVID19? Any C-BA must start there. Bright light? Bleach? Ivermectin? Disappear like a miracle? Politicizing the whole thing? How many deaths would this account for?,3,Positive
"Its interesting how covid is basically just over now People and the news just don't mention it Everything feels normal again, which is super weird since only a month ago it was still the major topic. Guess we are safe �",2,Positive
 Dakota medical is still doing PCR tests and I was able to get one a couple weeks ago Luckily I think the 12 Covid tests my 2yo has had over the year made the RAT somewhat manageable and got her positive that way.  Hope everyone is feeling alright.,2,Positive
"Feels odd having been in close contact with Covid at work many times and taking hundreds of tests since summer 2020..To have finally tested positive, just as the news has lost interest in the topic.",0,Neutral
  The US nuclear is just like the mask during the Covid time  non-existent ��� and they were debating masks should't be worn.  [ It was revealed that there was lack of masks in US then],-2,Negative
My arm started hurting all of sudden jfc  similar to the pain i got from my covid shots,-2,Negative
"When deaths happen to people who are already not valued in a million other ways its easier to not value their lives in this additional way.This article should be required reading, followed by a long hard look in the mirror. ",0,Neutral
"We all got stories about what COVID did to us And for me, it made me sit down in my crib and start playing with my toys and going through my hard drives.”",-1,Negative
Americans can now order more Covid19 tests - CNN ,0,Neutral
Move there then Covid over in America baby. (Until there’s a new variant) ,0,Neutral
COVID19 updates Edmonton Alberta March 10 pandemic hinshaw kenney ,0,Neutral
,0,Neutral
 Its time to lift all Covid Mandates,0,Neutral
"Commish Roger Goodells racist NFL don't believe in blacks or America. Elite Republican owners R Trump people unconcerned if player like Aaron Rodgers rejects Covid shots, US values. But support Black Lives Matter ; oppose white cop brutality cud get u fired like Colin Kaepernick",1,Positive
 Was this the only game cancelled due to Covid,0,Neutral
 I first got in touch in July 2019 because you were double charging me England had never won a cricket world cup. Liverpool still waiting for that league title. Covid meant nothing to anyone. And I had moved into my last but one house. And it's still not resolved.,1,Positive
 Imagine having covid ,0,Neutral
having customers sniffle breathe and cough on top of you with no masks on to then sanitise their hands would be laughable if it wasnt such a sure sign of how doomed we are. are we supposed to pretend that we’re back in march 2020 when we didn’t know covid is airborne?,-2,Negative
 If the presidents family can loot the COVID donations who are we not to loot? tutaiba mpaka condom bagathi hospital.,-2,Negative
The NHS did a wonderful job during COVID amp I fully appreciate the massive back log they have in people waiting for their operations ; urgent priorities.But to find out I was taken off waiting list with no knowledge after waiting in line like every1 else ; to start all over again,2,Positive
 If you have any spare change could you supply hepa filters to schools and bring back masks Repeat infections of covid is going to cripple the education sysyem and children's health.,-2,Negative
"  Agnew running two crises simultaneously in late 2020 Brexit ; covidGetting HMRC ready for Brexit ""was one of the hardest jobs of my life""Govt was overloaded with scale of the task",0,Neutral
   My mum is in her 80s and I was happy for her to get jabbed  the avge age of a covid death in the UK is 83!  I' m not jabbing my kids because 1- They are healthy and at close to zero risk 2- They already had covid (a mild sniffle) 3- The jab is still in trials until 2024,0,Neutral
Study Mask requirements cut COVID infections in Arkansas schools ,-1,Negative
"thing is he took a lotta crap for this and rightfully so at the time... but in the end, we have learned that covid transmission from an asymptomatic person's touch of an object to another person is pretty much 0.0% likely ",0,Neutral
  The pro covid logic is beyond bizarre to me,-1,Negative
"1 Now they tell us. More seriously, WHO recommendations aren't just medical recommendations. They also incorporate concerns about equity and global fairness. Which is fine, except for the fact that that's not clear to most laypeople. ",4,Positive
Every household in Massachusetts can order a second set of free athome COVID-19 rapid antigen tests from the federal government. ,2,Positive
Congress readies new Covid funds in spending bill ,0,Neutral
Nothing that the third wave of Covid19 has ended in India eminent Verologist Dr T Jacob he is fairly and fully confident that NO fourth wave of COVID will occur unless until an unexpected variant that behaves differently comes up.,2,Positive
Why America Became Numb to COVID Deaths  The Atlantic ,-1,Negative
Every household in Massachusetts can order a second set of free athome COVID-19 rapid antigen tests from the federal government. ,2,Positive
Your kid may need more hugs experts say Here's how to give them ,0,Neutral
"Third of UK households were living beyond means before Covid  Look at ONS calc. regional inequity, families ; horrific single parent families impacts. Excruciating levels of poverty. Unforgivable deliberate gov policies on it's own population. ",-3,Negative
 There is already a new Omicron wave in the UK,0,Neutral
   Experts worry about low COVID-19 vaccination rates in kids as restrictions lift across Canada | CBC News ,-1,Negative
New story on NPR Researcher finds 'stunning' rate of COVID among deer. Here's what it means for humans  ,1,Positive
" Its called drop all mandates you absolute delusional POS think what you meant to say is ""undo all the Democrat tyranny overreach"" with their bullshit decisions on Covid.  Waste of time ",-5,Very Negative
 So when are the Covid restrictions going to be lifted for all concert venues  i.e. requiring Covid vaccine proof or a negative Covid test?  I really hate to see  cancel his August date because of it.,-2,Negative
 C mon Sri Lanka civil war killed 80k and we didn’t see so much as a single SL flag added to anyone’s Twitter handle. Maybe because they don’t look like us? Covid attention switcher? All we needed to end Covid was a war (and a strain resistant to all mitigation efforts),-1,Negative
 March 2020 Covid I'm not fine.,1,Positive
I think we all forgot about Covid.it is back on the rise. Time to roll out a second booster as immunity wanes.    ,0,Neutral
"  Reading extremely many people always make me laugh.What's next?""Misinformation: All danes died because of COVID-19. Answer: This is incorrect. Only 10% of our population died 'of' covid, the rest died 'with' covid.""",-4,Negative
  Saw your tweet and did respond  I see you still haven't put tape over your nose.  I'm going to caught Covid because of you!,0,Neutral
"Lol People like this still exist. The CDC even changed the definition of vaccine so they’d look better. At best, the Covid vaccine prevents people from getting seriously sick from covid but does nothing else. ",2,Positive
Yet in America there is a fight not to let a deployment take place for an officer that is operating his freedom over his body Wow,2,Positive
